iplantitem1,relation,iplantitem2
紫荆木,经济用途,中国食用(淀粉)植物
杜茎山属,经济用途,中国食用(淀粉)植物
银叶杜茎山,经济用途,中国食用(淀粉)植物
杜茎山,经济用途,中国食用(淀粉)植物
玉兰,经济用途,中国食用(淀粉)植物
蒜头果,经济用途,中国食用(淀粉)植物
苹果属,经济用途,中国食用(淀粉)植物
花红,经济用途,中国食用(淀粉)植物
台湾林檎,经济用途,中国食用(淀粉)植物
毛山荆子,经济用途,中国食用(淀粉)植物
楸子,经济用途,中国食用(淀粉)植物
苹果,经济用途,中国食用(淀粉)植物
野葵,经济用途,中国食用(淀粉)植物
锦葵科,经济用途,中国食用(淀粉)植物
杧果,经济用途,中国食用(淀粉)植物
木薯,经济用途,中国食用(淀粉)植物
铁线子,经济用途,中国食用(淀粉)植物
人心果,经济用途,中国食用(淀粉)植物
定心藤,经济用途,中国食用(淀粉)植物
竹芋,经济用途,中国食用(淀粉)植物
竹芋科,经济用途,中国食用(淀粉)植物
酸脚杆属,经济用途,中国食用(淀粉)植物
酸脚杆,经济用途,中国食用(淀粉)植物
北酸脚杆,经济用途,中国食用(淀粉)植物
野牡丹属,经济用途,中国食用(淀粉)植物
多花野牡丹,经济用途,中国食用(淀粉)植物
地菍,经济用途,中国食用(淀粉)植物
大野牡丹,经济用途,中国食用(淀粉)植物
展毛野牡丹,经济用途,中国食用(淀粉)植物
紫毛野牡丹,经济用途,中国食用(淀粉)植物
毛菍,经济用途,中国食用(淀粉)植物
野牡丹科,经济用途,中国食用(淀粉)植物
楝科,经济用途,中国食用(淀粉)植物
草木犀属,经济用途,中国食用(淀粉)植物
漆叶泡花树,经济用途,中国食用(淀粉)植物
香蜂花,经济用途,中国食用(淀粉)植物
澜沧梨藤竹,经济用途,中国食用(淀粉)植物
梨竹,经济用途,中国食用(淀粉)植物
思茅山橙,经济用途,中国食用(淀粉)植物
景东山橙,经济用途,中国食用(淀粉)植物
谷木属,经济用途,中国食用(淀粉)植物
蓝果谷木,经济用途,中国食用(淀粉)植物
皱叶留兰香,经济用途,中国食用(淀粉)植物
留兰香,经济用途,中国食用(淀粉)植物
线叶山土瓜,经济用途,中国食用(淀粉)植物
异枝竹,经济用途,中国食用(淀粉)植物
美丽崖豆藤,经济用途,中国食用(淀粉)植物
喙果崖豆藤,经济用途,中国食用(淀粉)植物
苦瓜,经济用途,中国食用(淀粉)植物
龟背竹,经济用途,中国食用(淀粉)植物
桑科,经济用途,中国食用(淀粉)植物
辣木,经济用途,中国食用(淀粉)植物
桑属,经济用途,中国食用(淀粉)植物
鸡桑,经济用途,中国食用(淀粉)植物
黑桑,经济用途,中国食用(淀粉)植物
白花油麻藤,经济用途,中国食用(淀粉)植物
黧豆,经济用途,中国食用(淀粉)植物
常春油麻藤,经济用途,中国食用(淀粉)植物
水竹叶,经济用途,中国食用(淀粉)植物
芭蕉属,经济用途,中国食用(淀粉)植物
岛山芭蕉,经济用途,中国食用(淀粉)植物
肉豆蔻,经济用途,中国食用(淀粉)植物
紫金牛科,经济用途,中国食用(淀粉)植物
桃金娘科,经济用途,中国食用(淀粉)植物
豆瓣菜,经济用途,中国食用(淀粉)植物
莲,经济用途,中国食用(淀粉)植物
新小竹,经济用途,中国食用(淀粉)植物
孖竹,经济用途,中国食用(淀粉)植物
韶子,经济用途,中国食用(淀粉)植物
水芹,经济用途,中国食用(淀粉)植物
黄花月见草,经济用途,中国食用(淀粉)植物
待宵草,经济用途,中国食用(淀粉)植物
疏花铁青树,经济用途,中国食用(淀粉)植物
孟加拉铁青树,经济用途,中国食用(淀粉)植物
木犀榄,经济用途,中国食用(淀粉)植物
云南木犀榄,经济用途,中国食用(淀粉)植物
木犀科,经济用途,中国食用(淀粉)植物
胭脂掌,经济用途,中国食用(淀粉)植物
梨果仙人掌,经济用途,中国食用(淀粉)植物
单刺仙人掌,经济用途,中国食用(淀粉)植物
仙人掌,经济用途,中国食用(淀粉)植物
诸葛菜,经济用途,中国食用(淀粉)植物
大齿山芹,经济用途,中国食用(淀粉)植物
绿花山芹,经济用途,中国食用(淀粉)植物
肾蕨,经济用途,中国食用(淀粉)植物
白睡莲,经济用途,中国食用(淀粉)植物
红睡莲,经济用途,中国食用(淀粉)植物
雪白睡莲,经济用途,中国食用(淀粉)植物
黄睡莲,经济用途,中国食用(淀粉)植物
延药睡莲,经济用途,中国食用(淀粉)植物
睡莲,经济用途,中国食用(淀粉)植物
睡莲科,经济用途,中国食用(淀粉)植物
水椰,经济用途,中国食用(淀粉)植物
格脉树,经济用途,中国食用(淀粉)植物
罗勒,经济用途,中国食用(淀粉)植物
罗勒-疏柔毛变种,经济用途,中国食用(淀粉)植物
圣罗勒,经济用途,中国食用(淀粉)植物
西南水芹,经济用途,中国食用(淀粉)植物
细叶水芹,经济用途,中国食用(淀粉)植物
蝶形花亚科,经济用途,中国食用(淀粉)植物
西番莲属,经济用途,中国食用(淀粉)植物
鸡蛋果,经济用途,中国食用(淀粉)植物
龙珠果,经济用途,中国食用(淀粉)植物
斑花败酱,经济用途,中国食用(淀粉)植物
败酱,经济用途,中国食用(淀粉)植物
攀倒甑,经济用途,中国食用(淀粉)植物
广西檀栗,经济用途,中国食用(淀粉)植物
御谷,经济用途,中国食用(淀粉)植物
猪油果,经济用途,中国食用(淀粉)植物
扯根菜,经济用途,中国食用(淀粉)植物
木麒麟,经济用途,中国食用(淀粉)植物
紫苏,经济用途,中国食用(淀粉)植物
虎榛子属,经济用途,中国食用(淀粉)植物
虎榛子,经济用途,中国食用(淀粉)植物
龙舌草,经济用途,中国食用(淀粉)植物
尖槐藤,经济用途,中国食用(淀粉)植物
紫花棘豆,经济用途,中国食用(淀粉)植物
瓜栗,经济用途,中国食用(淀粉)植物
豆薯,经济用途,中国食用(淀粉)植物
台湾胶木,经济用途,中国食用(淀粉)植物
香露兜,经济用途,中国食用(淀粉)植物
小笠原露兜树,经济用途,中国食用(淀粉)植物
簕古子,经济用途,中国食用(淀粉)植物
露兜树,经济用途,中国食用(淀粉)植物
扇叶露兜树,经济用途,中国食用(淀粉)植物
稷,经济用途,中国食用(淀粉)植物
罂粟,经济用途,中国食用(淀粉)植物
鳄梨,经济用途,中国食用(淀粉)植物
蜂斗菜,经济用途,中国食用(淀粉)植物
欧芹,经济用途,中国食用(淀粉)植物
荷包豆,经济用途,中国食用(淀粉)植物
棉豆,经济用途,中国食用(淀粉)植物
菜豆,经济用途,中国食用(淀粉)植物
龙牙豆,经济用途,中国食用(淀粉)植物
安旱苋属,经济用途,中国食用(淀粉)植物
刺葵,经济用途,中国食用(淀粉)植物
余甘子,经济用途,中国食用(淀粉)植物
尖头青竹,经济用途,中国食用(淀粉)植物
黄古竹,经济用途,中国食用(淀粉)植物
石绿竹,经济用途,中国食用(淀粉)植物
乌芽竹,经济用途,中国食用(淀粉)植物
人面竹,经济用途,中国食用(淀粉)植物
寿竹,经济用途,中国食用(淀粉)植物
蓉城竹,经济用途,中国食用(淀粉)植物
毛壳花哺鸡竹,经济用途,中国食用(淀粉)植物
白哺鸡竹,经济用途,中国食用(淀粉)植物
甜笋竹,经济用途,中国食用(淀粉)植物
花哺鸡竹,经济用途,中国食用(淀粉)植物
水竹,经济用途,中国食用(淀粉)植物
实心竹,经济用途,中国食用(淀粉)植物
龟甲竹,经济用途,中国食用(淀粉)植物
红哺鸡竹,经济用途,中国食用(淀粉)植物
康岭红竹,经济用途,中国食用(淀粉)植物
假毛竹,经济用途,中国食用(淀粉)植物
大节刚竹,经济用途,中国食用(淀粉)植物
台湾桂竹,经济用途,中国食用(淀粉)植物
篌竹,经济用途,中国食用(淀粉)植物
实肚竹,经济用途,中国食用(淀粉)植物
富阳乌哺鸡竹,经济用途,中国食用(淀粉)植物
毛金竹,经济用途,中国食用(淀粉)植物
灰竹,经济用途,中国食用(淀粉)植物
安吉金竹,经济用途,中国食用(淀粉)植物
灰水竹,经济用途,中国食用(淀粉)植物
早竹,经济用途,中国食用(淀粉)植物
高节竹,经济用途,中国食用(淀粉)植物
芽竹,经济用途,中国食用(淀粉)植物
红后竹,经济用途,中国食用(淀粉)植物
红边竹,经济用途,中国食用(淀粉)植物
金竹,经济用途,中国食用(淀粉)植物
天目早竹,经济用途,中国食用(淀粉)植物
乌哺鸡竹,经济用途,中国食用(淀粉)植物
云和哺鸡竹,经济用途,中国食用(淀粉)植物
商陆,经济用途,中国食用(淀粉)植物
半夏,经济用途,中国食用(淀粉)植物
松属,经济用途,中国食用(淀粉)植物
白皮松,经济用途,中国食用(淀粉)植物
赤松,经济用途,中国食用(淀粉)植物
西藏白皮松,经济用途,中国食用(淀粉)植物
红松,经济用途,中国食用(淀粉)植物
马尾松,经济用途,中国食用(淀粉)植物
雅加松,经济用途,中国食用(淀粉)植物
偃松,经济用途,中国食用(淀粉)植物
新疆五针松,经济用途,中国食用(淀粉)植物
胡椒,经济用途,中国食用(淀粉)植物
胡椒科,经济用途,中国食用(淀粉)植物
黄连木,经济用途,中国食用(淀粉)植物
大薸,经济用途,中国食用(淀粉)植物
豌豆属,经济用途,中国食用(淀粉)植物
豌豆,经济用途,中国食用(淀粉)植物
假海桐,经济用途,中国食用(淀粉)植物
油苦竹,经济用途,中国食用(淀粉)植物
川竹,经济用途,中国食用(淀粉)植物
窄叶竹柏,经济用途,中国食用(淀粉)植物
竹柏,经济用途,中国食用(淀粉)植物
沙煲暗罗,经济用途,中国食用(淀粉)植物
蓼科,经济用途,中国食用(淀粉)植物
水蓼,经济用途,中国食用(淀粉)植物
马齿苋,经济用途,中国食用(淀粉)植物
委陵菜属,经济用途,中国食用(淀粉)植物
蕨麻,经济用途,中国食用(淀粉)植物
委陵菜,经济用途,中国食用(淀粉)植物
翻白草,经济用途,中国食用(淀粉)植物
匍枝委陵菜,经济用途,中国食用(淀粉)植物
桃榄,经济用途,中国食用(淀粉)植物
龙果,经济用途,中国食用(淀粉)植物
大叶豆腐柴,经济用途,中国食用(淀粉)植物
狐臭柴,经济用途,中国食用(淀粉)植物
东北扁核木,经济用途,中国食用(淀粉)植物
蕤核,经济用途,中国食用(淀粉)植物
扁核木,经济用途,中国食用(淀粉)植物
茶竿竹,经济用途,中国食用(淀粉)植物
泡竹,经济用途,中国食用(淀粉)植物
四棱豆,经济用途,中国食用(淀粉)植物
欧洲蕨,经济用途,中国食用(淀粉)植物
蕨,经济用途,中国食用(淀粉)植物
食蕨,经济用途,中国食用(淀粉)植物
毛轴蕨,经济用途,中国食用(淀粉)植物
粉葛,经济用途,中国食用(淀粉)植物
沙芥,经济用途,中国食用(淀粉)植物
石榴,经济用途,中国食用(淀粉)植物
火棘属,经济用途,中国食用(淀粉)植物
火棘,经济用途,中国食用(淀粉)植物
檀梨,经济用途,中国食用(淀粉)植物
华檀梨,经济用途,中国食用(淀粉)植物
梨属,经济用途,中国食用(淀粉)植物
西洋梨栽培变种,经济用途,中国食用(淀粉)植物
平竹,经济用途,中国食用(淀粉)植物
光竹,经济用途,中国食用(淀粉)植物
大叶筇竹,经济用途,中国食用(淀粉)植物
柔毛筇竹,经济用途,中国食用(淀粉)植物
筇竹,经济用途,中国食用(淀粉)植物
栎属,经济用途,中国食用(淀粉)植物
麻栎,经济用途,中国食用(淀粉)植物
槲栎,经济用途,中国食用(淀粉)植物
锐齿槲栎,经济用途,中国食用(淀粉)植物
北京槲栎,经济用途,中国食用(淀粉)植物
高壳槲栎,经济用途,中国食用(淀粉)植物
橿子栎,经济用途,中国食用(淀粉)植物
小叶栎,经济用途,中国食用(淀粉)植物
槲树,经济用途,中国食用(淀粉)植物
匙叶栎,经济用途,中国食用(淀粉)植物
白栎,经济用途,中国食用(淀粉)植物
蒙古栎,经济用途,中国食用(淀粉)植物
粗齿蒙古栎,经济用途,中国食用(淀粉)植物
沼生栎,经济用途,中国食用(淀粉)植物
乌冈栎,经济用途,中国食用(淀粉)植物
夏栎,经济用途,中国食用(淀粉)植物
枹栎,经济用途,中国食用(淀粉)植物
短柄枹栎,经济用途,中国食用(淀粉)植物
黄山栎,经济用途,中国食用(淀粉)植物
栓皮栎,经济用途,中国食用(淀粉)植物
辽东栎,经济用途,中国食用(淀粉)植物
毛茛科,经济用途,中国食用(淀粉)植物
萝卜,经济用途,中国食用(淀粉)植物
长羽裂萝卜,经济用途,中国食用(淀粉)植物
石斑木,经济用途,中国食用(淀粉)植物
红树,经济用途,中国食用(淀粉)植物
红茄苳,经济用途,中国食用(淀粉)植物
盐肤木,经济用途,中国食用(淀粉)植物
长刺茶藨子,经济用途,中国食用(淀粉)植物
刺果茶藨子,经济用途,中国食用(淀粉)植物
冰川茶藨子,经济用途,中国食用(淀粉)植物
英吉利茶藨子,经济用途,中国食用(淀粉)植物
美丽茶藨子,经济用途,中国食用(淀粉)植物
欧洲醋栗,经济用途,中国食用(淀粉)植物
七叶鬼灯檠,经济用途,中国食用(淀粉)植物
羽叶鬼灯檠,经济用途,中国食用(淀粉)植物
鹅观草,经济用途,中国食用(淀粉)植物
光叶山刺玫,经济用途,中国食用(淀粉)植物
伞花蔷薇,经济用途,中国食用(淀粉)植物
峨眉蔷薇,经济用途,中国食用(淀粉)植物
缫丝花,经济用途,中国食用(淀粉)植物
玫瑰,经济用途,中国食用(淀粉)植物
节节菜,经济用途,中国食用(淀粉)植物
红叶藤属,经济用途,中国食用(淀粉)植物
悬钩子属,经济用途,中国食用(淀粉)植物
周毛悬钩子,经济用途,中国食用(淀粉)植物
寒莓,经济用途,中国食用(淀粉)植物
兴安悬钩子,经济用途,中国食用(淀粉)植物
掌叶复盆子,经济用途,中国食用(淀粉)植物
毛萼莓,经济用途,中国食用(淀粉)植物
华中悬钩子,经济用途,中国食用(淀粉)植物
山莓,经济用途,中国食用(淀粉)植物
插田泡（原变种）,经济用途,中国食用(淀粉)植物
牛叠肚,经济用途,中国食用(淀粉)植物
弓茎悬钩子,经济用途,中国食用(淀粉)植物
宜昌悬钩子,经济用途,中国食用(淀粉)植物
复盆子,经济用途,中国食用(淀粉)植物
白叶莓,经济用途,中国食用(淀粉)植物
灰毛泡（原变种）,经济用途,中国食用(淀粉)植物
绿叶悬钩子,经济用途,中国食用(淀粉)植物
高粱泡,经济用途,中国食用(淀粉)植物
白花悬钩子,经济用途,中国食用(淀粉)植物
大乌泡,经济用途,中国食用(淀粉)植物
茅莓,经济用途,中国食用(淀粉)植物
盾叶莓,经济用途,中国食用(淀粉)植物
多腺悬钧子,经济用途,中国食用(淀粉)植物
锈毛莓,经济用途,中国食用(淀粉)植物
库页悬钩子,经济用途,中国食用(淀粉)植物
川莓,经济用途,中国食用(淀粉)植物
木莓,经济用途,中国食用(淀粉)植物
三色莓,经济用途,中国食用(淀粉)植物
黄果悬钩子,经济用途,中国食用(淀粉)植物
酸模,经济用途,中国食用(淀粉)植物
菜棕,经济用途,中国食用(淀粉)植物
细秆甘蔗,经济用途,中国食用(淀粉)植物
甘蔗,经济用途,中国食用(淀粉)植物
竹蔗,经济用途,中国食用(淀粉)植物
雀梅藤属,经济用途,中国食用(淀粉)植物
雀梅藤,经济用途,中国食用(淀粉)植物
慈姑属,经济用途,中国食用(淀粉)植物
慈姑,经济用途,中国食用(淀粉)植物
五层龙属,经济用途,中国食用(淀粉)植物
无柄五层龙,经济用途,中国食用(淀粉)植物
猪毛菜,经济用途,中国食用(淀粉)植物
