HudongItem1,relation,HudongItem2
华北八宝,parent taxon,八宝属
华北耧斗菜,parent taxon,耧斗菜属
华刺子莞,parent taxon,刺子莞属
华北玄参,parent taxon,玄参属
腺毛粉条儿菜,parent taxon,粉条儿菜属
腺毛阴行草,parent taxon,阴行草属
腺毛锦香草,parent taxon,锦香草属
华南谷精草,parent taxon,谷精草属
腺叶暗罗,parent taxon,暗罗属
华南薹草,parent taxon,薹草属
华山姜,parent taxon,山姜属
香港珍珠茅,parent taxon,珍珠茅属
华山薹草,parent taxon,薹草属
华氏马先蒿,parent taxon,马先蒿属
香港卷瓣兰,parent taxon,石豆兰属
华西前胡,parent taxon,前胡属
湘桂羊角芹,parent taxon,羊角芹属
小百日草,parent taxon,百日菊属
箱根野青茅,parent taxon,野青茅属
华岩扇,parent taxon,岩扇属
小苞沟酸浆,parent taxon,沟酸浆属
小草蔻,parent taxon,山姜属
华中凤尾蕨,parent taxon,平羽凤尾蕨
滑叶山姜,parent taxon,山姜属
华珍珠茅,parent taxon,珍珠茅属
小齿唇兰,parent taxon,开唇兰属
小唇马先蒿,parent taxon,马先蒿属
小柄果海桐,parent taxon,海桐花属
小草海桐,parent taxon,草海桐属
小草沙蚕,parent taxon,草沙蚕属
小兜蕊兰,parent taxon,兜蕊兰属
小萼马先蒿,parent taxon,马先蒿属
小根马先蒿,parent taxon,马先蒿属
小谷精草,parent taxon,谷精草属
小果草,parent taxon,微果草属
小果十大功劳,parent taxon,十大功劳属
小花党参,parent taxon,党参属
环唇石豆兰,parent taxon,石豆兰属
小花轮钟草,parent taxon,党参属
环辐丝瓣芹,parent taxon,丝瓣芹属
环喙马先蒿,parent taxon,马先蒿属
环根芹,parent taxon,环根芹属
荒漠早熟禾,parent taxon,早熟禾属
黄根紫堇,parent taxon,穆坪紫堇
小花山姜,parent taxon,山姜属
小花蝴蝶草,parent taxon,蝴蝶草属
小花马先蒿,parent taxon,马先蒿属
小花牛齿兰,parent taxon,牛齿兰属
小花沙参,parent taxon,沙参属
小节眼子菜,parent taxon,眼子菜属
小丽茅,parent taxon,野青茅属
小菱叶茴芹,parent taxon,菱叶茴芹
黄花贝母,parent taxon,贝母属
小菱叶蓝钟花,parent taxon,蓝钟花属
小菅草,parent taxon,菅属
黄花荁,parent taxon,荁
黄花马先蒿,parent taxon,马先蒿属
小叶轮钟草,parent taxon,党参属
小叶肉穗草,parent taxon,肉穗草属
小叶石豆兰,parent taxon,石豆兰属
小叶淫羊藿,parent taxon,三枝九叶草
楔叶滇芎,parent taxon,滇芎属
斜脉暗罗,parent taxon,暗罗属
黄绿贝母兰,parent taxon,贝母兰属
小蔓长春花,parent taxon,蔓长春花属
小片齿唇兰,parent taxon,开唇兰属
小星穗薹草,parent taxon,薹草属
小牙草,parent taxon,小牙草属
小眼子菜,parent taxon,眼子菜属
心果囊瓣芹,parent taxon,囊瓣芹属
心叶蓝钟花,parent taxon,蓝钟花属
心叶棱子芹,parent taxon,棱子芹属
新粗管马先蒿,parent taxon,马先蒿属
新疆顶冰花,parent taxon,顶冰花属
新疆柳穿鱼,parent taxon,柳穿鱼属
新疆沙参,parent taxon,沙参属
新多穗薹草,parent taxon,薹草属
新疆绒果芹,parent taxon,绒果芹属
新疆玄参,parent taxon,玄参属
新疆早熟禾,parent taxon,早熟禾属
兴安柴胡,parent taxon,柴胡属
兴安薹草,parent taxon,薹草属
黄洼瓣花,parent taxon,洼瓣花属
灰白独活,parent taxon,独活属
灰脉薹草,parent taxon,薹草属
灰毛党参,parent taxon,党参属
灰毛蓝钟花,parent taxon,蓝钟花属
灰色马先蒿,parent taxon,马先蒿属
灰毛岩风,parent taxon,岩风属
灰鞘粉条儿菜,parent taxon,粉条儿菜属
星花粉条儿菜,parent taxon,粉条儿菜属
星花草,parent taxon,蓝花参属
休氏马先蒿,parent taxon,马先蒿属
茴芹,parent taxon,茴芹属
喙齿马先蒿,parent taxon,马先蒿属
星花淫羊藿,parent taxon,三枝九叶草
灰叶小檗,parent taxon,错那小檗
灰叶茴芹,parent taxon,茴芹属
会泽前胡,parent taxon,前胡属
秀丽马先蒿,parent taxon,马先蒿属
喙毛马先蒿,parent taxon,马先蒿属
修花马先蒿,parent taxon,马先蒿属
锈点薹草,parent taxon,薹草属
须毛马先蒿,parent taxon,马先蒿属
悬岩马先蒿,parent taxon,马先蒿属
旋喙马先蒿,parent taxon,马先蒿属
须花无心菜,parent taxon,无心菜属
须弥孩儿参,parent taxon,孩儿参属
雪峰虾脊兰,parent taxon,钩距虾脊兰
雪山无心菜,parent taxon,无心菜属
瓶壶卷瓣兰,parent taxon,石豆兰属
穗花韭,parent taxon,穗花韭属
穗花玄参,parent taxon,玄参属
外玉山剪股颖,parent taxon,剪股颖属
弯管马先蒿,parent taxon,马先蒿属
瓦氏马先蒿,parent taxon,马先蒿属
万年春,parent taxon,岩风属
网萼母草,parent taxon,母草属
网果珍珠茅,parent taxon,珍珠茅属
鸡肠繁缕,parent taxon,繁缕属
网籽草,parent taxon,网籽草属
微齿眼子菜,parent taxon,眼子菜属
鸡冠棱子芹,parent taxon,棱子芹属
鸡冠子花,parent taxon,马先蒿属
微毛茴芹,parent taxon,茴芹属
菵草,parent taxon,菵草属
微唇马先蒿,parent taxon,马先蒿属
微无心菜,parent taxon,无心菜属
巍山茴芹,parent taxon,茴芹属
尾萼卷瓣兰,parent taxon,石豆兰属
吉隆藁本,parent taxon,藁本属
尾穗嵩草,parent taxon,嵩草属
吉隆嵩草,parent taxon,短梗嵩草
基隆南芥,parent taxon,南芥属
吉隆繁缕,parent taxon,繁缕属
戟唇石豆兰,parent taxon,石豆兰属
季川马先蒿,parent taxon,马先蒿属
季庄薹草,parent taxon,薹草属
极丽马先蒿,parent taxon,马先蒿属
瘠瘦马先蒿,parent taxon,马先蒿属
极小谷精草,parent taxon,谷精草属
虮子草,parent taxon,千金子属
假长嘴薹草,parent taxon,薹草属
甲拉蝇子草,parent taxon,尼泊尔蝇子草
戛克氏马先蒿,parent taxon,马先蒿属
假矮薹草,parent taxon,薹草属
假拟蕨马先蒿,parent taxon,马先蒿属
假硕大马先蒿,parent taxon,马先蒿属
假司氏马先蒿,parent taxon,马先蒿属
假梯牧草,parent taxon,梯牧草属
假头花马先蒿,parent taxon,马先蒿属
假鼠妇草,parent taxon,甜茅属
假香附子,parent taxon,莎草属
假紫万年青,parent taxon,假紫万年青属
假苇拂子茅,parent taxon,异颖草属
假藓生马先蒿,parent taxon,马先蒿属
尖瓣芹,parent taxon,丝瓣芹属
假弯管马先蒿,parent taxon,马先蒿属
尖苞谷精草,parent taxon,谷精草属
魏氏马先蒿,parent taxon,马先蒿属
假益智,parent taxon,山姜属
尾萼无叶兰,parent taxon,无叶兰属
尾尖茴芹,parent taxon,茴芹属
苇菅,parent taxon,菅属
尖果穿鞘花,parent taxon,穿鞘花属
汶川小檗,parent taxon,汉源小檗
污色蝇子草,parent taxon,蝇子草属
巫山淫羊藿,parent taxon,三枝九叶草
无苞繁缕,parent taxon,繁缕属
巫山繁缕,parent taxon,繁缕属
无瓣繁缕,parent taxon,繁缕属
无茎亮蛇床,parent taxon,亮蛇床属
尖喙隔距兰,parent taxon,隔距兰属
尖果洼瓣花,parent taxon,洼瓣花属
尖果马先蒿,parent taxon,马先蒿属
尖果母草,parent taxon,母草属
尖果寒原荠,parent taxon,寒原荠属
尖萼兜蕊兰,parent taxon,兜蕊兰属
尖角卷瓣兰,parent taxon,石豆兰属
无距淫羊藿,parent taxon,三枝九叶草
尖果南芥,parent taxon,南芥属
无鳞蝇子草,parent taxon,蝇子草属
无刚毛赤箭莎,parent taxon,赤箭莎属
无梗小檗,parent taxon,芒康小檗
无脉薹草,parent taxon,薹草属
尖突穆坪紫堇,parent taxon,穆坪紫堇
无芒山涧草,parent taxon,山涧草属
尖叶茴芹,parent taxon,茴芹属
尖叶瓜馥木,parent taxon,瓜馥木属
无芒隐子草,parent taxon,隐子草属
尖叶石豆兰,parent taxon,石豆兰属
无饰无心菜,parent taxon,无心菜属
无味薹草,parent taxon,薹草属
无叶飘拂草,parent taxon,飘拂草属
坚挺母草,parent taxon,母草属
尖叶柔毛堇菜,parent taxon,柔毛堇菜
尖叶薹草,parent taxon,薹草属
塔氏马先蒿,parent taxon,马先蒿属
台东伽蓝菜,parent taxon,伽蓝菜属
塔布马先蒿,parent taxon,马先蒿属
塔什克羊角芹,parent taxon,羊角芹属
白亮独活,parent taxon,独活属
打箭马先蒿,parent taxon,马先蒿属
大苞矮泽芹,parent taxon,矮泽芹属
大苞柴胡,parent taxon,柴胡属
台南伽蓝菜,parent taxon,伽蓝菜属
大苞棱子芹,parent taxon,棱子芹属
大百部,parent taxon,百部属
大苞石竹,parent taxon,石竹属
无叶兰,parent taxon,无叶兰属
五齿萼,parent taxon,五齿萼属
坚挺嵩草,parent taxon,嵩草属
五角马先蒿,parent taxon,马先蒿属
坚挺岩风,parent taxon,岩风属
坚挺马先蒿,parent taxon,马先蒿属
五匹青,parent taxon,囊瓣芹属
武隆前胡,parent taxon,前胡属
雾灵柴胡,parent taxon,兴安柴胡
台湾变豆菜,parent taxon,变豆菜属
大萼党参,parent taxon,党参属
台湾藨草,parent taxon,类头状花序藨草
台湾齿唇兰,parent taxon,开唇兰属
大杜若,parent taxon,杜若属
大管马先蒿,parent taxon,马先蒿属
大萼兔耳草,parent taxon,兔耳草属
台湾割鸡芒,parent taxon,割鸡芒属
台湾禾叶兰,parent taxon,禾叶兰属
台湾茴芹,parent taxon,茴芹属
大果绵果芹,parent taxon,绵果芹属
大海马先蒿,parent taxon,马先蒿属
大果囊薹草,parent taxon,薹草属
大果玄参,parent taxon,玄参属
台湾南芥,parent taxon,南芥属
台湾青葙,parent taxon,青葙属
台湾马先蒿,parent taxon,马先蒿属
台湾牛齿兰,parent taxon,牛齿兰属
台湾前胡,parent taxon,前胡属
台湾山芎,parent taxon,山芎属
台湾山茉莉芹,parent taxon,山茉莉芹属
台湾石豆兰,parent taxon,石豆兰属
大鹤望兰,parent taxon,鹤望兰属
大花粉条儿菜,parent taxon,粉条儿菜属
大花胡麻草,parent taxon,胡麻草属
大花福禄草,parent taxon,无心菜属
台湾无柱兰,parent taxon,无柱兰属
台湾沙参,parent taxon,沙参属
台湾薹草,parent taxon,薹草属
台湾吻兰,parent taxon,吻兰属
台湾山芥,parent taxon,山芥属
台湾小米草,parent taxon,小米草属
台湾异型兰,parent taxon,异唇兰属
台湾蝇子草,parent taxon,蝇子草属
苔间丝瓣芹,parent taxon,丝瓣芹属
太白棱子芹,parent taxon,棱子芹属
台湾岩扇,parent taxon,岩扇属
台湾银线兰,parent taxon,开唇兰属
台中叉柱兰,parent taxon,叉柱兰属
台中薹草,parent taxon,薹草属
薹穗嵩草,parent taxon,嵩草属
太白柴胡,parent taxon,柴胡属
太白雪灵芝,parent taxon,无心菜属
泰山谷精草,parent taxon,谷精草属
泰氏马先蒿,parent taxon,马先蒿属
坛萼马先蒿,parent taxon,马先蒿属
坛花兰,parent taxon,坛花兰属
大花玄参,parent taxon,玄参属
大花蝇子草,parent taxon,蝇子草属
大花钟萼草,parent taxon,钟萼草属
大类芦,parent taxon,类芦属
大理马先蒿,parent taxon,马先蒿属
唐松草党参,parent taxon,党参属
唐进薹草,parent taxon,薹草属
大卷耳,parent taxon,卷耳属
大理无心菜,parent taxon,无心菜属
大披针薹草,parent taxon,薹草属
天蓝变豆菜,parent taxon,变豆菜属
藤长苗,parent taxon,打碗花属
天蓝沙参,parent taxon,沙参属
腾冲独活,parent taxon,独活属
天目贝母,parent taxon,贝母属
天目变豆菜,parent taxon,变豆菜属
大青山嵩草,parent taxon,嵩草属
大筒兔耳草,parent taxon,兔耳草属
大卫氏马先蒿,parent taxon,马先蒿属
大山马先蒿,parent taxon,马先蒿属
条叶岩风,parent taxon,岩风属
条叶庭荠,parent taxon,庭荠属
大药谷精草,parent taxon,谷精草属
天平山淫羊藿,parent taxon,三枝九叶草
天全囊瓣芹,parent taxon,囊瓣芹属
天全淫羊藿,parent taxon,三枝九叶草
天山卷耳,parent taxon,卷耳属
天山棱子芹,parent taxon,棱子芹属
天山蝇子草,parent taxon,蝇子草属
天山泽芹,parent taxon,天山泽芹属
天山瘤果芹,parent taxon,瘤果芹属
天山沙参,parent taxon,沙参属
田葛缕子,parent taxon,葛缕子属
天竺山前胡,parent taxon,前胡属
大雪山无心菜,parent taxon,无心菜属
挺茎贝母兰,parent taxon,贝母兰属
大叶党参,parent taxon,党参属
筒瓣兰,parent taxon,筒瓣兰属
头花粉条儿菜,parent taxon,粉条儿菜属
头序金锦香,parent taxon,金锦香属
头序蝇子草,parent taxon,蝇子草属
秃柄锦香草,parent taxon,锦香草属
头花杯苋,parent taxon,杯苋属
头花马先蒿,parent taxon,马先蒿属
头序无柱兰,parent taxon,无柱兰属
峨参,parent taxon,峨参属
峨眉金线兰,parent taxon,开唇兰属
峨眉无心菜,parent taxon,无心菜属
鹅掌草,parent taxon,银莲花属
鄂西前胡,parent taxon,前胡属
鄂西沙参,parent taxon,沙参属
恩施淫羊藿,parent taxon,三枝九叶草
突肋海桐,parent taxon,海桐花属
图们薹草,parent taxon,薹草属
土田七,parent taxon,土田七属
二管独活,parent taxon,独活属
秃叶党参,parent taxon,党参属
秃玉山蝇子草,parent taxon,玉山蝇子草
发草,parent taxon,发草属
伏生石豆兰,parent taxon,石豆兰属
莩草,parent taxon,狗尾草属
福建茶竿竹,parent taxon,茶竿竹
俯垂马先蒿,parent taxon,马先蒿属
甘青剪股颖,parent taxon,剪股颖属
退毛马先蒿,parent taxon,马先蒿属
高超马先蒿,parent taxon,马先蒿属
突节荻,parent taxon,南荻
团花马先蒿,parent taxon,马先蒿属
团花石豆兰,parent taxon,石豆兰属
团扇荠,parent taxon,团扇荠属
丰管马先蒿,parent taxon,马先蒿属
凤凰山石豆兰,parent taxon,石豆兰属
团伞蝇子草,parent taxon,蝇子草属
团状福禄草,parent taxon,无心菜属
吻兰,parent taxon,吻兰属
三瓣锦香草,parent taxon,锦香草属
匙萼卷瓣兰,parent taxon,石豆兰属
琉球叉柱兰,parent taxon,叉柱兰属
赛氏马先蒿,parent taxon,马先蒿属
三齿鱼黄草,parent taxon,鱼黄草属
三瓣果,parent taxon,三瓣果属
三刺草,parent taxon,三芒草属
三角车,parent taxon,三角车属
三角齿马先蒿,parent taxon,马先蒿属
三叉无柱兰,parent taxon,无柱兰属
三辐柴胡,parent taxon,柴胡属
三俭草,parent taxon,刺子莞属
三角齿锦香草,parent taxon,锦香草属
三轮草,parent taxon,莎草属
三脉嵩草,parent taxon,嵩草属
三念薹草,parent taxon,薹草属
三蕊草,parent taxon,三蕊草属
伞花杜若,parent taxon,杜若属
伞花卷瓣兰,parent taxon,石豆兰属
伞花石豆兰,parent taxon,石豆兰属
沙地蓝耳草,parent taxon,蓝耳草属
散穗早熟禾,parent taxon,早熟禾属
沙梨木,parent taxon,鱼木属
刹柴,parent taxon,南荻
沙木蓼,parent taxon,木蓼属
沙氏鹿茸草,parent taxon,鹿茸草属
砂贝母,parent taxon,贝母属
砂生飘拂草,parent taxon,飘拂草属
砂苋,parent taxon,砂苋属
筛草,parent taxon,薹草属
山地无心菜,parent taxon,无心菜属
山地独活,parent taxon,独活属
改则雪灵芝,parent taxon,无心菜属
扇唇指甲兰,taxon synonym,扇唇指甲兰
少根紫萍,parent taxon,紫萍属
少花粉条儿菜,parent taxon,粉条儿菜属
少辐小芹,parent taxon,小芹属
山茴香,parent taxon,山茴香属
山涧草,parent taxon,山涧草属
山居雪灵芝,parent taxon,无心菜属
山西独活,parent taxon,独活属
山西玄参,parent taxon,玄参属
山茉莉芹,parent taxon,山茉莉芹属
山生福禄草,parent taxon,无心菜属
山西马先蒿,parent taxon,马先蒿属
山香芹,parent taxon,岩风属
山芎,parent taxon,山芎属
少花茴芹,parent taxon,茴芹属
少花山梗菜,parent taxon,毛萼山梗菜
少花马先蒿,parent taxon,马先蒿属
少毛白花苋,parent taxon,白花苋属
少脉爬藤榕,parent taxon,匍茎榕
少花石豆兰,parent taxon,石豆兰属
少花无柱兰,parent taxon,无柱兰属
少裂凹乳芹,parent taxon,凹乳芹属
卡里马先蒿,parent taxon,马先蒿属
少毛北前胡,parent taxon,华北前胡
少穗割鸡芒,parent taxon,割鸡芒属
少叶水竹叶,parent taxon,水竹叶属
邵氏卷瓣兰,parent taxon,石豆兰属
开展早熟禾,parent taxon,早熟禾属
康泊东叶马先蒿,parent taxon,马先蒿属
康定堇菜,parent taxon,四川堇菜
康定马先蒿,parent taxon,马先蒿属
蛇床茴芹,parent taxon,茴芹属
康定独活,parent taxon,独活属
康定棱子芹,parent taxon,棱子芹属
空棱芹,parent taxon,空棱芹属
沈氏十大功劳,parent taxon,十大功劳属
生驹氏马先蒿,parent taxon,马先蒿属
湿地繁缕,parent taxon,繁缕属
施氏马先蒿,parent taxon,马先蒿属
肾叶打碗花,parent taxon,打碗花属
克氏马先蒿,parent taxon,马先蒿属
扣匹,parent taxon,紫玉盘属
苦玄参,parent taxon,苦玄参属
蓍草叶马先蒿,parent taxon,马先蒿属
十字兰,parent taxon,玉凤花属
宽瓣蝇子草,parent taxon,蝇子草属
石缝蝇子草,parent taxon,蝇子草属
蓍叶茴芹,parent taxon,茴芹属
石果珍珠茅,parent taxon,珍珠茅属
宽喙马先蒿,parent taxon,马先蒿属
宽叶割鸡芒,parent taxon,割鸡芒属
石龙尾,parent taxon,石龙尾属
宽瓣豹子花,parent taxon,豹子花属
宽苞金背柳,parent taxon,硬叶柳
宽唇山姜,parent taxon,山姜属
宽萼毛菍,parent taxon,毛菍
宽萼淫羊藿,parent taxon,三枝九叶草
宽翅南芥,parent taxon,南芥属
石防风,parent taxon,前胡属
盔须马先蒿,parent taxon,马先蒿属
昆明海桐,parent taxon,海桐花属
阔鞘岩风,parent taxon,岩风属
宽叶水竹叶,parent taxon,水竹叶属
宽叶腹水草,parent taxon,腹水草属
宽叶谷精草,parent taxon,谷精草属
宽叶小叶杨,parent taxon,小叶杨
宽叶蝇子草,parent taxon,蝇子草属
宽叶羊角芹,parent taxon,羊角芹属
石沙参,parent taxon,沙参属
石生孩儿参,parent taxon,孩儿参属
石生蝇子草,parent taxon,蝇子草属
石竹叶繁缕,parent taxon,繁缕属
阔鞘小芹,parent taxon,小芹属
石生海桐,parent taxon,海桐花属
阔叶瓜馥木,parent taxon,瓜馥木属
阔叶假小檗,parent taxon,假小檗
拉萨蝇子草,parent taxon,蝇子草属
拉不拉多马先蒿,parent taxon,马先蒿属
拉萨厚棱芹,parent taxon,厚棱芹属
拉氏马先蒿,parent taxon,马先蒿属
喇嘛蝇子草,parent taxon,蝇子草属
辣木,parent taxon,辣木科
涝峪薹草,parent taxon,薹草属
老谷精草,parent taxon,谷精草属
疏花卷耳,parent taxon,卷耳属
疏花早熟禾,parent taxon,早熟禾属
疏锯齿柳,parent taxon,锯齿柳
疏脉山香圆,parent taxon,山香圆属
疏毛卷花丹,parent taxon,卷花丹属
疏花粉条儿菜,parent taxon,粉条儿菜属
疏花山姜,parent taxon,山姜属
勒公氏马先蒿,parent taxon,马先蒿属
雷丁马先蒿,parent taxon,马先蒿属
蓝花车叶草,parent taxon,车叶草属
兰州岩风,parent taxon,岩风属
